<frozen runpy>:128: RuntimeWarning: 'coincollector_refactored.initial_df_builder' found in sys.modules after import of package 'coincollector_refactored', but prior to execution of 'coincollector_refactored.initial_df_builder'; this may result in unpredictable behaviour
[MAIN] searching best seed among: range(0, 500)
[seed-scan] seed=  0 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=126 | env 8/9 [1, 2, 3, 4, 5, 6, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=127 | env 8/9 [1, 2, 3, 4, 5, 6, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=128 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=129 | env 4/9 [1, 3, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=130 | env 8/9 [1, 2, 3, 4, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=131 | env 6/9 [1, 2, 3, 5, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=132 | env 8/9 [1, 2, 3, 4, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=133 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=134 | env 5/9 [1, 2, 3, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=135 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=136 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=137 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=138 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=139 | env 8/9 [1, 2, 3, 4, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=140 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=141 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=142 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=143 | env 6/9 [1, 3, 4, 5, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=144 | env 6/9 [1, 2, 3, 5, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=145 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=146 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=147 | env 8/9 [1, 2, 3, 4, 5, 6, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=148 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=149 | env 7/9 [1, 2, 3, 4, 5, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=150 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=151 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=152 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=153 | env 5/9 [1, 2, 3, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=154 | env 5/9 [1, 2, 3, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=155 | env 7/9 [1, 2, 3, 4, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=156 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=157 | env 7/9 [1, 2, 3, 5, 7, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=158 | env 5/9 [1, 2, 3, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=159 | env 5/9 [1, 2, 3, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=160 | env 7/9 [1, 2, 3, 4, 5, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=161 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=162 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=163 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=164 | env 5/9 [1, 2, 3, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=165 | env 6/9 [1, 2, 3, 5, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=166 | env 5/9 [1, 2, 3, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=167 | env 6/9 [1, 2, 3, 7, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=168 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=169 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=170 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=171 | env 7/9 [1, 2, 3, 4, 5, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=172 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=173 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=174 | env 8/9 [1, 2, 3, 4, 5, 6, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=175 | env 8/9 [1, 2, 3, 5, 6, 7, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=176 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=177 | env 6/9 [1, 2, 3, 7, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=178 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=179 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=180 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=181 | env 6/9 [1, 2, 3, 7, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=182 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=183 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=184 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=185 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=186 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=187 | env 5/9 [1, 2, 3, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=188 | env 5/9 [1, 2, 3, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=189 | env 5/9 [1, 2, 3, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=190 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=191 | env 5/9 [1, 2, 3, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=192 | env 6/9 [1, 2, 3, 5, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=193 | env 5/9 [1, 2, 3, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=194 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=195 | env 5/9 [1, 2, 3, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=196 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=197 | env 8/9 [1, 2, 3, 4, 5, 7, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=198 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=199 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=200 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=201 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=202 | env 8/9 [1, 2, 3, 4, 5, 6, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=203 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=204 | env 7/9 [1, 2, 3, 4, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=205 | env 8/9 [1, 2, 3, 4, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=206 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=207 | env 8/9 [1, 2, 3, 4, 5, 6, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=208 | env 6/9 [1, 2, 3, 7, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=209 | env 6/9 [1, 2, 3, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=210 | env 6/9 [1, 2, 3, 7, 8, 9] | actions 6/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=211 | env 5/9 [1, 2, 3, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=212 | env 5/9 [1, 2, 3, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=213 | env 8/9 [1, 2, 3, 5, 6, 7, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=214 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=215 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=216 | env 5/9 [1, 2, 3, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=217 | env 9/9 [1, 2, 3, 4, 5, 6, 7, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=True | act_full=True
[seed-scan] seed=218 | env 5/9 [1, 2, 3, 8, 9] | actions 6/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north'] | env_full=False | act_full=False
[seed-scan] seed=219 | env 6/9 [1, 2, 3, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=220 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=221 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=222 | env 6/9 [1, 2, 3, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=223 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=224 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=225 | env 6/9 [1, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=226 | env 5/9 [1, 2, 3, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=227 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=228 | env 5/9 [1, 2, 3, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=229 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=230 | env 6/9 [1, 2, 3, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=231 | env 6/9 [1, 2, 3, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=232 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=233 | env 5/9 [1, 3, 5, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south'] | env_full=False | act_full=False
[seed-scan] seed=234 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=235 | env 8/9 [1, 2, 3, 5, 6, 7, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=236 | env 8/9 [1, 2, 3, 4, 5, 6, 7, 8] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=237 | env 6/9 [1, 2, 3, 7, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=238 | env 6/9 [1, 2, 3, 5, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=239 | env 8/9 [1, 2, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=240 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=241 | env 5/9 [1, 2, 3, 8, 9] | actions 7/8 ['move east', 'move north', 'move south', 'move west', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=False
[seed-scan] seed=242 | env 5/9 [1, 2, 3, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=243 | env 7/9 [1, 3, 4, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=244 | env 5/9 [1, 2, 3, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=245 | env 6/9 [1, 2, 3, 5, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=246 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=247 | env 6/9 [1, 2, 3, 7, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=248 | env 6/9 [1, 2, 3, 5, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=249 | env 5/9 [1, 2, 3, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=250 | env 7/9 [1, 2, 3, 5, 6, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=251 | env 5/9 [1, 2, 3, 8, 9] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=252 | env 7/9 [1, 2, 3, 5, 6, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
[seed-scan] seed=253 | env 6/9 [1, 2, 3, 5, 7, 8] | actions 8/8 ['move east', 'move north', 'move south', 'move west', 'open door to east', 'open door to north', 'open door to south', 'open door to west'] | env_full=False | act_full=True
